CustomerID,NumPurchases,TotalQuantity,AvgUnitPrice,ActiveDays,CountryCount,Cluster
12557.0,5,4384,2.1766666666666667,5,1,0
12558.0,1,196,1.25,1,1,0
12559.0,2,283,3.5490476190476192,2,1,0
12560.0,3,1110,2.8562857142857143,3,1,0
12561.0,1,177,2.964375,1,1,0
12562.0,7,1779,3.188214285714286,7,1,0
12564.0,1,133,5.576190476190476,1,1,0
12565.0,1,80,2.351111111111111,1,1,0
12566.0,1,265,3.903684210526316,1,1,0
12567.0,10,4305,3.40847533632287,10,1,0
12569.0,32,1801,5.434574468085106,30,1,0
12571.0,2,523,1.3205882352941176,2,1,0
12572.0,2,452,4.227833333333334,2,1,0
12573.0,1,84,2.0964285714285715,1,1,0
12574.0,1,61,5.2,1,1,0
12576.0,5,967,2.4045454545454543,5,1,0
12577.0,3,472,1.7950340136054421,3,1,0
12578.0,2,1196,3.157017543859649,2,1,0
12579.0,1,285,3.3386206896551722,1,1,0
12580.0,1,238,2.6075,1,1,0
12581.0,1,161,2.8926666666666665,1,1,0
12582.0,2,300,5.2318181818181815,2,1,0
12583.0,15,5060,3.103603238866397,15,1,0
12584.0,9,416,7.484375,9,1,0
12585.0,2,1279,3.4639080459770115,2,1,0
12586.0,1,79,4.190909090909091,1,1,0
12587.0,1,51,11.56,1,1,0
12588.0,1,53,9.58,1,1,0
12589.0,2,306,4.502857142857143,2,1,0
12590.0,2,4283,10.54735294117647,2,1,0
12591.0,1,228,3.7807692307692307,1,1,0
12592.0,2,290,3.311111111111111,2,1,0
12593.0,3,206,2.6523809523809527,3,1,0
12594.0,10,1777,3.023135593220339,10,1,0
12596.0,2,474,4.405555555555556,2,1,0
12597.0,4,2236,3.9420873786407764,4,1,0
12598.0,8,1964,2.8425757575757578,8,1,0
12599.0,7,956,2.9962903225806454,7,1,0
12600.0,10,774,5.47375,10,1,0
12601.0,5,245,6.511071428571428,5,1,0
12602.0,1,162,1.9708333333333332,1,1,0
12603.0,1,63,14.475,1,1,0
12604.0,2,201,2.59125,2,1,0
12607.0,1,1228,2.1577227722772276,1,1,0
12609.0,3,648,3.5178333333333334,3,1,0
12610.0,5,1049,5.024716981132076,5,1,0
12611.0,1,846,2.675076923076923,1,1,0
12612.0,1,262,4.4389473684210525,1,1,0
12613.0,5,1644,2.8726143790849674,5,1,0
12614.0,1,76,5.61,1,1,0
12615.0,4,1376,3.0896190476190477,4,1,0
12616.0,2,284,3.8203125,2,1,0
12617.0,1,213,1.903095238095238,1,1,0
12618.0,1,96,6.6381818181818195,1,1,0
12619.0,9,3378,7.056555555555556,9,1,0
12620.0,3,1181,2.1478260869565218,3,1,0
12621.0,20,7440,2.8922912205567455,20,1,0
12622.0,1,69,5.739090909090909,1,1,0
12623.0,1,191,2.628888888888889,1,1,0
12624.0,2,355,3.8721052631578945,2,1,0
12625.0,2,1612,2.1713953488372093,2,1,0
12626.0,9,3453,2.8210544217687072,9,1,0
12627.0,7,2752,2.937913043478261,7,1,0
12628.0,3,448,3.591219512195122,3,1,0
12630.0,2,548,4.48640625,2,1,0
12631.0,1,236,4.537096774193548,1,1,0
12633.0,4,1162,3.211386138613862,4,1,0
12635.0,2,1172,2.522079207920792,2,1,0
12637.0,8,3002,2.6583076923076923,9,1,0
12638.0,1,577,2.56,1,1,0
12639.0,1,201,4.918181818181818,1,1,0
12640.0,3,311,5.716981132075472,3,1,0
12641.0,1,72,6.964999999999999,1,1,0
12642.0,3,552,3.5906382978723403,3,1,0
12643.0,6,1808,5.187916666666666,6,1,0
12644.0,1,325,2.8045161290322578,1,1,0
12645.0,4,1084,2.611095890410959,4,1,0
12646.0,2,897,2.387111111111111,2,1,0
12647.0,12,1431,5.498842975206611,12,1,0
12648.0,1,160,3.1723809523809527,1,1,0
12649.0,3,586,2.6970967741935485,3,1,0
12650.0,1,254,1.9344999999999999,1,1,0
12651.0,1,78,2.244444444444445,1,1,0
12652.0,1,505,2.8972916666666664,1,1,0
12653.0,2,919,2.5909302325581396,2,1,0
12654.0,5,264,4.420526315789473,5,1,0
12656.0,5,1723,4.4494444444444445,5,1,0
12657.0,4,1044,5.044893617021277,4,1,0
12658.0,1,320,4.114444444444445,1,1,0
12659.0,1,105,5.308,1,1,0
12660.0,1,127,3.8653846153846154,1,1,0
12662.0,11,2058,3.2064782608695652,11,1,0
12664.0,9,1203,11.084864864864864,9,1,0
12665.0,1,37,6.833333333333333,1,1,0
12667.0,1,395,3.624242424242424,1,1,0
12668.0,4,1634,3.458509316770187,4,1,0
12669.0,3,1115,13.741386138613862,3,1,0
12670.0,5,1397,3.235869565217391,5,1,0
12672.0,1,78,3.79,1,1,0
12673.0,2,351,2.9283333333333337,2,1,0
12674.0,4,1133,3.230602409638554,4,1,0
12676.0,6,670,7.0282222222222215,6,1,0
12678.0,12,10923,6.554666666666667,12,1,0
12679.0,4,554,4.004166666666666,4,1,0
12680.0,4,443,3.637884615384615,4,1,0
12681.0,22,7536,3.1529153605015674,22,1,0
12682.0,31,5575,3.7501523809523807,31,1,0
12683.0,15,4987,2.719156976744186,15,1,0
12684.0,7,1985,2.5359999999999996,7,1,0
12685.0,6,1523,3.0710191082802547,6,1,0
12686.0,1,107,3.2585714285714285,1,1,0
12688.0,1,3028,4.124736842105263,1,1,0
12689.0,2,628,2.8519444444444444,2,1,0
12690.0,1,106,5.5268749999999995,1,1,0
12691.0,6,394,5.0359375,6,1,0
12693.0,4,255,5.44025641025641,4,1,0
12694.0,2,509,3.901621621621622,2,1,0
12695.0,4,220,4.785555555555556,4,1,0
12697.0,3,508,5.027560975609756,3,1,0
12700.0,4,2967,2.6198880597014926,4,1,0
12701.0,2,678,3.0907547169811322,2,1,0
12702.0,1,53,5.441666666666666,1,1,0
12703.0,1,164,2.638095238095238,1,1,0
12704.0,8,1006,6.428409090909091,8,1,0
12705.0,9,3997,2.8610179640718565,9,1,0
12707.0,1,256,3.236666666666667,1,1,0
12708.0,10,1307,4.316433121019108,10,1,0
12709.0,15,3936,3.3240865384615383,15,1,0
12710.0,3,851,2.718441558441558,3,1,0
12712.0,13,1062,6.379924812030075,13,1,0
12713.0,1,508,2.503421052631579,1,1,0
12714.0,5,3069,2.391891891891892,5,1,0
12715.0,1,197,3.401904761904762,1,1,0
12716.0,2,708,2.665797101449275,2,1,0
12717.0,2,506,4.670000000000001,2,1,0
12718.0,1,203,2.7221052631578946,1,1,0
12719.0,2,374,3.644871794871795,2,1,0
12720.0,25,4672,2.701581920903955,25,1,0
12721.0,6,1959,3.069751552795031,6,1,0
12722.0,4,566,3.6201886792452833,4,1,0
12723.0,5,434,3.2023188405797103,5,1,0
12724.0,4,445,3.721132075471698,4,1,0
12725.0,1,164,4.104166666666667,1,1,0
12726.0,7,3143,2.106693548387097,7,1,0
12727.0,7,2098,3.2171223021582733,7,1,0
12728.0,4,419,4.669347826086956,4,1,0
12729.0,1,233,3.701538461538462,1,1,0
12731.0,12,8437,3.346167883211679,12,1,0
12732.0,1,111,3.5225000000000004,1,1,0
12733.0,1,137,3.372727272727273,1,1,0
12734.0,1,88,1.185,1,1,0
12735.0,2,368,5.416279069767441,2,1,0
12736.0,1,173,5.58,1,1,0
12738.0,1,148,3.95,1,1,0
12739.0,2,486,4.008421052631578,2,1,0
12740.0,1,342,2.074074074074074,1,1,0
12743.0,2,319,3.038582089552239,2,1,0
12744.0,7,5241,58.33328828828829,7,1,0
12747.0,11,1275,4.3678640776699025,11,1,0
12748.0,209,25747,2.656278563656148,210,1,-1
12749.0,5,1471,4.999949748743719,5,1,0
12750.0,1,137,4.62,1,1,0
12752.0,1,2262,2.2941509433962266,1,1,0
12753.0,6,11421,2.3373604060913706,6,1,0
12754.0,3,6481,1.125079365079365,4,1,0
12755.0,2,1491,5.0249999999999995,2,1,0
12756.0,1,144,0.7424999999999999,1,1,0
12757.0,13,2402,11.912641509433962,13,1,0
12758.0,2,2135,1.700618556701031,2,1,0
12759.0,3,902,3.2154736842105267,3,1,0
12762.0,2,1227,2.736086956521739,2,1,0
12763.0,2,316,1.7716666666666667,2,1,0
12764.0,1,386,5.387555555555555,1,1,0
12766.0,7,3646,3.070806451612903,7,1,0
12769.0,1,356,4.45625,1,1,0
12770.0,1,743,2.625,1,1,0
12772.0,1,556,3.7007272727272724,1,1,0
12775.0,5,877,3.880606060606061,5,1,0
12778.0,6,825,3.5094,6,1,0
12779.0,8,2024,3.6543624161073827,8,1,0
12781.0,2,671,3.1308,2,1,0
12782.0,5,1086,3.805436893203883,5,1,0
12783.0,6,624,12.22857142857143,6,1,0
12784.0,2,300,2.8015254237288136,2,1,0
12785.0,1,131,4.828571428571428,1,1,0
12787.0,3,261,3.998,3,1,0
12789.0,1,4,22.9625,1,1,0
12790.0,1,166,3.948571428571429,1,1,0
12791.0,1,97,8.425,1,1,0
12792.0,1,217,3.5096,1,1,0
12793.0,2,295,3.91,2,1,0
12794.0,2,592,2.077111111111111,2,1,0
12795.0,1,68,7.695,1,1,0
12797.0,1,118,5.143846153846154,1,1,0
12798.0,3,5256,1.0474999999999999,3,1,0
12802.0,1,314,2.52,1,1,0
12808.0,3,188,4.0460714285714285,3,1,0
12809.0,1,220,4.4092,1,1,0
12811.0,3,230,4.12258064516129,3,1,0
12812.0,1,164,2.0686666666666667,1,1,0
12814.0,1,49,20.895,1,1,0
12815.0,2,379,5.401489361702128,2,1,0
12816.0,2,128,8.832758620689654,2,1,0
12817.0,1,53,12.0725,1,1,0
12818.0,1,929,6.755,1,1,0
12820.0,4,722,1.9047457627118642,4,1,0
12821.0,1,70,2.4983333333333335,1,1,0
12822.0,2,550,2.692608695652174,2,1,0
12823.0,5,230,7.65,5,1,0
12824.0,1,232,2.5356,1,1,0
12826.0,7,1058,1.9276923076923078,7,1,0
12827.0,3,197,2.8680000000000003,3,1,0
12828.0,6,494,3.09,6,1,0
12829.0,2,376,10.368181818181817,2,1,0
12830.0,6,9848,1.0863157894736843,6,1,0
12831.0,1,135,3.066666666666667,1,1,0
12832.0,2,195,2.928888888888889,2,1,0
12833.0,1,156,5.44125,1,1,0
12834.0,1,110,4.893888888888889,1,1,0
12836.0,4,1064,4.287828571428571,5,1,0
12837.0,1,24,6.745833333333334,1,1,0
12838.0,2,359,2.3197560975609757,2,1,0
12839.0,14,3807,1.9202229299363058,14,1,0
12840.0,4,1511,2.035486725663717,4,1,0
12841.0,25,2757,2.395166666666667,24,1,0
12842.0,2,547,4.3302941176470595,2,1,0
12843.0,8,781,3.513203883495146,8,1,0
12844.0,2,125,2.631153846153846,2,1,0
12845.0,4,204,2.7903703703703706,4,1,0
12847.0,1,909,1.3392307692307692,1,1,0
12849.0,2,623,2.8945098039215686,2,1,0
12851.0,1,109,1.9465999999999999,1,1,0
12852.0,1,149,3.65,1,1,0
12853.0,6,800,4.250512820512821,6,1,0
12854.0,3,627,2.7746363636363633,3,1,0
12855.0,1,30,1.55,1,1,0
12856.0,6,1079,2.543407643312102,6,1,0
12857.0,2,343,4.142391304347826,2,1,0
12863.0,1,188,3.374,1,1,0
12864.0,1,216,0.6566666666666666,1,1,0
12865.0,2,925,3.119157894736842,2,1,0
12866.0,1,171,4.4157692307692304,1,1,0
12867.0,7,4298,1.3313382899628252,7,1,0
12868.0,6,928,2.611682242990654,6,1,0
12871.0,2,200,2.110909090909091,2,1,0
12872.0,2,319,2.4956060606060606,2,1,0
12873.0,1,128,4.0375,1,1,0
12875.0,2,2019,0.17,2,1,0
12876.0,2,1941,2.2544705882352942,2,1,0
12877.0,12,1178,1.8988961038961039,12,1,0
12878.0,2,547,2.0325531914893618,2,1,0
12879.0,3,370,1.832,3,1,0
12881.0,1,21,32.971428571428575,1,1,0
12882.0,2,246,6.437692307692307,2,1,0
12883.0,4,196,5.926904761904762,4,1,0
12884.0,1,43,15.984285714285715,1,1,0
12885.0,3,655,3.5930985915492957,3,1,0
12886.0,2,770,3.7206097560975615,2,1,0
12888.0,2,76,5.896,2,1,0
12890.0,1,259,1.8129268292682927,1,1,0
12891.0,3,950,0.3666666666666667,3,1,0
12893.0,1,96,2.2108823529411765,1,1,0
12895.0,2,210,3.222727272727273,2,1,0
12897.0,2,110,2.7,2,1,0
12901.0,28,23075,1.4663793103448275,28,1,0
12902.0,1,66,5.619,1,1,0
12904.0,2,302,3.085,2,1,0
12906.0,5,1749,2.551904761904762,4,1,0
12908.0,2,1200,0.625,2,1,0
12909.0,5,1280,6.7639560439560436,5,1,0
12910.0,8,1692,2.0928,8,1,0
12912.0,5,670,2.7191666666666667,5,1,0
12913.0,5,1419,2.9248000000000003,5,1,0
12915.0,2,93,6.788636363636363,2,1,0
12916.0,4,1119,4.126635514018692,4,1,0
12917.0,1,120,4.95,1,1,0
12919.0,6,673,2.6044,6,1,0
12920.0,1,129,3.8410714285714285,1,1,0
12921.0,37,9526,2.3401944444444447,36,1,0
12922.0,1,370,1.627857142857143,1,1,0
12923.0,1,69,2.936551724137931,1,1,0
12924.0,4,481,3.1883333333333335,4,1,0
12925.0,2,541,2.310222222222222,2,1,0
12928.0,5,1472,1.9426190476190477,5,1,0
12929.0,1,37,7.11875,1,1,0
12930.0,2,252,2.9948,2,1,0
12931.0,15,28004,1.7017073170731707,15,1,-1
12933.0,3,499,2.6469811320754717,3,1,0
12935.0,7,1853,2.032325581395349,7,1,0
12936.0,4,559,2.033225806451613,4,1,0
12937.0,4,1007,2.371666666666667,4,1,0
12938.0,1,140,1.271111111111111,1,1,0
12939.0,8,4876,2.403404255319149,8,1,0
12940.0,2,411,3.8207070707070705,2,1,0
12942.0,3,203,4.1378666666666675,3,1,0
12944.0,2,289,3.1886666666666668,2,1,0
12945.0,1,165,4.95,1,1,0
12947.0,6,1165,3.270309278350515,6,1,0
12948.0,7,1080,2.932758620689655,7,1,0
12949.0,8,2381,2.8786511627906974,8,1,0
12950.0,3,1380,1.3891304347826086,3,1,0
12951.0,6,503,3.006031746031746,6,1,0
12952.0,4,653,4.062658227848101,4,1,0
12953.0,1,84,6.647058823529412,1,1,0
12955.0,11,3664,1.6899444444444445,11,1,0
12956.0,1,34,4.365263157894737,1,1,0
12957.0,8,2549,2.817563025210084,8,1,0
12962.0,2,129,2.985625,2,1,0
12963.0,8,881,3.294842105263158,8,1,0
12965.0,1,283,3.6638532110091746,1,1,0
12966.0,1,75,3.4230000000000005,1,1,0
12967.0,2,438,6.476315789473684,2,1,0
12968.0,1,73,3.29,1,1,0
12970.0,4,310,2.0307947019867547,4,1,0
12971.0,86,9289,2.310327868852459,83,1,-1
12974.0,1,24,7.7,1,1,0
12976.0,1,561,1.5345454545454544,1,1,0
12977.0,1,12,4.23,1,1,0
12980.0,9,886,15.904500000000002,9,1,0
12981.0,2,242,1.6235,2,1,0
12982.0,1,288,1.8478571428571429,1,1,0
12984.0,1,26,3.85,1,1,0
12985.0,2,1533,1.914342105263158,2,1,0
12987.0,2,219,6.110714285714286,2,1,0
12988.0,1,136,4.110217391304348,1,1,0
12989.0,15,2943,3.1915625,15,1,0
12990.0,3,200,2.05,3,1,0
12991.0,2,405,2.3067741935483874,2,1,0
12993.0,4,240,2.1377777777777776,4,1,0
12994.0,3,459,4.212459016393442,3,1,0
12995.0,1,108,1.9566666666666668,1,1,0
12997.0,4,664,3.2942372881355935,4,1,0
12999.0,3,342,2.549285714285714,3,1,0
13000.0,3,379,3.0125806451612904,3,1,0
13001.0,13,5505,2.419882005899705,13,1,0
13002.0,1,73,2.8214285714285716,1,1,0
13003.0,3,103,2.25,3,1,0
13004.0,18,4822,2.0111633663366337,18,1,0
13005.0,2,172,5.117307692307692,2,1,0
13006.0,1,55,5.295,1,1,0
13008.0,1,175,1.7342857142857144,1,1,0
13011.0,1,13,4.216666666666667,1,1,0
13012.0,8,824,3.2319101123595506,8,1,0
13013.0,13,2224,3.163470319634703,13,1,0
13014.0,10,905,5.255229357798165,10,1,0
13015.0,5,1617,5.035568181818181,5,1,0
13016.0,3,527,3.173191489361702,3,1,0
13017.0,1,48,4.25,1,1,0
13018.0,28,5435,2.1802183406113538,26,1,0
13021.0,9,1352,3.812290076335878,9,1,0
13023.0,2,286,4.5525,2,1,0
13026.0,5,1620,0.6757500000000001,5,1,0
13027.0,6,17280,0.4,6,1,0
13028.0,2,798,1.014,2,1,0
13029.0,3,134,7.388,3,1,0
13030.0,2,394,3.17989898989899,2,1,0
13032.0,2,375,3.81943661971831,2,1,0
13033.0,1,83,2.640909090909091,1,1,0
13034.0,2,369,2.3721621621621622,2,1,0
13035.0,2,644,1.8218518518518518,2,1,0
13037.0,3,431,3.8214583333333336,3,1,0
13038.0,3,360,2.7582142857142857,3,1,0
13040.0,2,355,2.8039534883720934,2,1,0
13043.0,1,254,5.680000000000001,1,1,0
13044.0,1,429,3.258787878787879,1,1,0
13045.0,1,221,1.5705555555555555,1,1,0
13046.0,2,264,6.142857142857143,2,1,0
13047.0,10,1391,3.9320348837209305,9,1,0
13048.0,4,1238,1.8322058823529412,4,1,0
13049.0,2,268,3.9335714285714287,2,1,0
13050.0,17,3748,2.9888833746898262,17,1,0
13052.0,1,222,3.2938888888888886,1,1,0
13055.0,3,894,2.4710526315789476,3,1,0
13058.0,3,52,5.825,3,1,0
13059.0,1,35,5.21875,1,1,0
13060.0,1,123,3.982666666666667,1,1,0
13061.0,1,107,3.403,1,1,0
13062.0,1,343,6.819090909090908,1,1,0
13064.0,4,516,3.555217391304348,4,1,0
13065.0,1,74,5.222142857142857,1,1,0
13066.0,2,322,3.1733333333333333,2,1,0
13067.0,1,32,3.86,1,1,0
13068.0,2,200,1.72,2,1,0
13069.0,24,5885,1.705764705882353,24,1,0
13070.0,1,110,2.08,1,1,0
13072.0,1,69,3.3500000000000005,1,1,0
13075.0,1,485,2.0395454545454546,1,1,0
13077.0,4,863,1.7558035714285716,4,1,0
13078.0,26,5630,3.9574301675977654,26,1,0
13079.0,5,62,4.166666666666667,5,1,0
13080.0,1,120,0.5783333333333333,1,1,0
13081.0,11,19068,2.3001953125,11,1,0
13082.0,9,4324,2.9687671232876713,9,1,0
13083.0,2,187,3.4066666666666667,2,1,0
13085.0,2,216,4.003636363636364,2,1,0
13089.0,97,31070,2.737816281628163,93,1,-1
13090.0,14,2263,4.534516129032259,14,1,0
13091.0,1,466,0.9933333333333333,1,1,0
13092.0,5,279,5.018,5,1,0
13093.0,8,3961,3.273647798742138,8,1,0
13094.0,12,1716,1.2525000000000002,12,1,0
13095.0,1,144,0.6933333333333334,1,1,0
13097.0,10,2363,4.244113475177305,10,1,0
13098.0,28,15968,2.7601223776223778,28,1,0
13099.0,1,288,0.72,1,1,0
13101.0,1,113,2.9675,1,1,0
13102.0,24,4204,2.5820394736842105,24,1,0
13103.0,1,82,3.9675,1,1,0
13104.0,6,504,2.1715,6,1,0
13106.0,1,18,4.25,1,1,0
13107.0,4,1293,1.7613793103448274,4,1,0
13108.0,1,298,1.752,1,1,0
13109.0,2,520,2.6465957446808512,2,1,0
13110.0,7,388,4.7364137931034485,7,1,0
13113.0,24,3045,3.45205,24,1,0
13115.0,4,1567,2.5444999999999998,4,1,0
13116.0,1,291,4.5216666666666665,1,1,0
13117.0,8,945,2.4343421052631578,8,1,0
13118.0,5,410,3.588354430379747,5,1,0
13120.0,1,12,2.55,1,1,0
13121.0,1,252,1.6887999999999999,1,1,0
13122.0,2,585,2.6365454545454545,2,1,0
13124.0,3,2147,3.3234893617021277,3,1,0
13126.0,8,2143,2.100142857142857,8,1,0
13127.0,1,127,2.8853333333333335,1,1,0
13130.0,1,32,2.25,1,1,0
13131.0,3,447,3.1161363636363633,3,1,0
13132.0,1,20,4.933333333333334,1,1,0
13133.0,2,32,5.3428571428571425,2,1,0
13134.0,4,1059,3.113163265306122,4,1,0
13135.0,1,4300,0.72,1,1,0
13136.0,5,1328,2.8439370078740156,5,1,0
13137.0,8,2226,1.915241477272727,8,1,0
13138.0,6,473,2.8215873015873014,6,1,0
13139.0,7,2425,3.541235294117647,7,1,0
13140.0,3,186,2.9486956521739134,3,1,0
13141.0,5,1548,2.202444444444444,5,1,0
